"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"772","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Richland",NA,43.386359,-90.419779,2001-03-19,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"9",2001-03-19,NA,NA,NA,0,0,NA,1,"plot"
"773","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","Ontario",NA,"Morrison Tp., Conc. I, Lot 21, 1 mi E of Severn Bridge, N bank Severn River",44.783333,-79.316667,1969-07-03,"GBIF","Royal Ontario Museum (ROM)","Royal Ontario Museum (ROM)","Royal Ontario Museum (ROM)","TRT",2033,"1805746765","Whiting, R.E.","473",1969-07-03,"Whiting, R.E.",1969-01-01,NA,0,0,NA,1,"specimen"
"774","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Rockingham",NA,38.67,-78.92,1985-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1001",1985-08-01,NA,NA,NA,0,0,NA,1,"plot"
"775","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Franklin",NA,39.95275,-77.89479,2006-06-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2006-06-16,NA,NA,NA,0,0,NA,1,"plot"
"776","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Grant",NA,42.682174,-90.724204,2002-05-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2002-05-16,NA,NA,NA,0,0,NA,1,"plot"
"777","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Goochland",NA,37.766837,-77.918256,2010-09-28,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2010-09-28,NA,NA,NA,0,0,NA,1,"plot"
"778","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","South Carolina","Pickens","Wadakoe Mountain; Top of cove @ amphibolite outcrop/schiat- chosen for butternut/Yellowwood;  AND: Slope 1",35,-82.8,2002-05-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2002-05-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"779","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Richland",NA,43.386359,-90.419779,2001-03-19,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2001-03-19,NA,NA,NA,0,0,NA,1,"plot"
"780","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin",NA,NA,45.058257,-92.206076,2009-04-28,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2009-04-28,NA,NA,NA,0,0,NA,1,"plot"
"781","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Laclede",NA,37.6,-92.48,1988-07-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1988-07-01,NA,NA,NA,0,0,NA,1,"plot"
"782","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Winona",NA,44.16,-92.06,1990-04-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1990-04-01,NA,NA,NA,0,0,NA,1,"plot"
"783","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Howard",NA,39.01,-92.72,1988-07-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1988-07-01,NA,NA,NA,0,0,NA,1,"plot"
"784","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Sawyer",NA,45.746029,-91.502267,2004-02-18,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2004-02-18,NA,NA,NA,0,0,NA,1,"plot"
"785","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","Middlesex","Pistapaug Mountain West side of Pistapaug Mountain north of reservoir.",41.43166,-72.73694,1982-06-01,"GBIF","UConn","UConn","UConn","CONN",1754,"1212014591","Leslie J. Mehrhoff","6239",1982-06-01,NA,NA,NA,0,0,NA,1,"specimen"
"786","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Houston",NA,43.82,-91.7,1990-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1990-03-01,NA,NA,NA,0,0,NA,1,"plot"
"787","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Webster","Near Niangua River, 3 mi W of Forkner's Hill low slopes at base of bluffs along river",37.48,-93.06222,1937-07-30,"MO","MO","MO","MO",NA,280,NA,"Julian A. Steyermark","23919",1937-07-30,NA,NA,NA,0,0,NA,1,"specimen"
"788","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Winona",NA,44,-91.62,1990-04-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-04-01,NA,NA,NA,0,0,NA,1,"plot"
"789","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Wabasha",NA,44.41,-92.16,1990-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-02-01,NA,NA,NA,0,0,NA,1,"plot"
"790","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Arkansas","Benton",NA,36.4589,-94.146123,2007-05-30,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2007-05-30,NA,NA,NA,0,0,NA,1,"plot"
"791","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Ohio","Vinton",NA,39.2864,-82.475659,2010-11-03,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"13",2010-11-03,NA,NA,NA,0,0,NA,1,"plot"
"792","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Wayne","Base of N-facing wooded slopes along St. Francis River; 0.75 mi S of Wappapello base of N-facing wooded slopes along St. Francis River",36.93,-90.26861,1938-09-03,"MO","F","F","F",NA,280,NA,"Julian A. Steyermark","6463",1938-09-03,NA,NA,NA,0,0,NA,1,"specimen"
"793","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Polk",NA,45.608297,-92.496758,2007-03-05,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2007-03-05,NA,NA,NA,0,0,NA,1,"plot"
"794","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Ashe",NA,36.549402,-81.392371,2006-08-23,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2006-08-23,NA,NA,NA,0,0,NA,1,"plot"
"795","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Lauderdale",NA,34.975372,-87.428944,2006-04-25,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2006-04-25,NA,NA,NA,0,0,NA,1,"plot"
"796","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Sibley",NA,44.6,-93.92,1990-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"12",1990-03-01,NA,NA,NA,0,0,NA,1,"plot"
"797","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Ashe","New River Bottoms",36.464256088,-81.336288295,1999-07-18,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1999-07-18,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"798","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Walworth",NA,42.636324,-88.731673,2000-07-20,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2000-07-20,NA,NA,NA,0,0,NA,1,"plot"
"799","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Kanabec",NA,45.87,-93.44,1990-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-08-01,NA,NA,NA,0,0,NA,1,"plot"
"800","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Pepin",NA,44.599788,-92.002798,2009-05-27,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2009-05-27,NA,NA,NA,0,0,NA,1,"plot"
"801","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Indiana",NA,40.799227,-78.863359,2004-05-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2004-05-26,NA,NA,NA,0,0,NA,1,"plot"
"802","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","New Kent",NA,37.457586,-76.77197,2000-02-02,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2000-02-02,NA,NA,NA,0,0,NA,1,"plot"
"803","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Lewis","Near Monticello along rocky bluffs",40.11833,-91.71194,1929-05-20,"MO","MO","MO","MO",NA,280,NA,"Ernest J. Palmer","35896",1929-05-20,NA,NA,NA,0,0,NA,1,"specimen"
"804","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Russell",NA,36.97,-82.11,1977-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"901",1977-02-01,NA,NA,NA,0,0,NA,1,"plot"
"805","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Isanti",NA,45.7,-93.31,1990-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"9",1990-08-01,NA,NA,NA,0,0,NA,1,"plot"
"806","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Dickenson",NA,37.19,-82.28,1977-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"914",1977-01-01,NA,NA,NA,0,0,NA,1,"plot"
"807","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Ohio","Coshocton",NA,40.380693,-82.070559,2007-04-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2007-04-26,NA,NA,NA,0,0,NA,1,"plot"
"808","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Winona",NA,43.99,-91.56,1990-04-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1990-04-01,NA,NA,NA,0,0,NA,1,"plot"
"809","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","Ontario",NA,"King Tp., Pottageville Swamp ESA, SE portion of the ESA on moraine slope and adjacent lowlands.",44.01325,-79.637403,1983-06-03,"GBIF","Royal Ontario Museum (ROM)","Royal Ontario Museum (ROM)","Royal Ontario Museum (ROM)","TRT",2033,"1805750959","Varga, S.; Toronto Field Naturalists Botany Group",NA,1983-06-03,"Varga, S.",1983-01-01,NA,0,0,NA,1,"specimen"
"810","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Crawford",NA,43.300646,-91.013299,2007-03-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2007-03-29,NA,NA,NA,0,0,NA,1,"plot"
"811","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Arkansas","Carroll",NA,36.272773,-93.566924,2008-06-04,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2008-06-04,NA,NA,NA,0,0,NA,1,"plot"
